Id	Score	Text
3244	5	The only thing that can disappoint is that they were not individually wrapped in Aluminum foil like they use to be when I was little.  Still,  fun snack to have in the house.
3245	4	I have tried several types of arborio rice (most imported), and this one produces better risotto than most of them,  I particularly like the firmness of the finished kernel.
3246	2	I srewed the top off the bottle without removing the hard plastic pull ring. Makes me wonder if it's safe to use. There is not other covering and I put the cap back on and it looks like it's never been opened! Since it's a powered supplement this doesnt look safe. I gave it a two because of the seal and the fact that I'll probably have to return it.
3247	5	I buy this once a year. You can not buy this in a regular grocery store. I like to make fruit smoothies thru out the year. This very healthy and delicious.
3248	3	I really wanted my kids to love it: these are very convenient on the go and should be delicious... or so it seemed. Unfortunately, none of the kids cared for it -- it tastes like stage 1 baby food (very bland) and is very runny too, so it can get quite messy if you squeeze a little too hard or if the child drops it.
3249	5	Great taste with the flavors of soy sauce and lime. Not as greasy as other chips. My bad experience is mishandling my order. All eight 24oz bags were crushed.....two-thirds of the chips were broken into crumbs. It was either the shipping or delivery service. A  negative  five stars for mishandling my order.
3250	1	The tea had an unpleasant metallic taste and was extremely weak.  I also noticed a price on the bottom of each box of 24 for $6.03 and was charged $30.00 for two boxes.. I will not recommend. Yogi Kava is much better and more reasonably priced.
3251	5	The Murray's pecan shortbread sugar-free cookies are my favorite of sugar-free cookies.  The grocery stores that I frequent didn<br />t seem  to stock these cookies.  The product is excellent.
3252	5	My dogs absolutely love these esecially since they are soft, it is actually difficult to locate peanut butter treats that are soft that is why you should buy here. Blue dog bakery softies 10 ounce peanut butter treats.
3253	4	I prefer medium-roast coffees, so this one is too dark for me.  However, my parents, who are avid Starbucks lovers, are big fans of this coffee.  So anyone who enjoys a good dark roast coffee, this is the K-cup for you.
3254	5	I agree with the other reviewers that this matcha is a good value. I don't need the tea-ceremony-quality b/c I use this primarily in smoothies. I would buy it again. My only concern is that it is from China (I recall one reviewer suggest that Taiwan wasn't in China -it isn't on the mainland but it is part of China). I hate to say that but I am concerned about China's poor record of quality control ( not  Chinese equivalent of our FDA).
3255	5	I use Splenda any place I used to use sugar. It is made from sugar but has no calories. I have stopped drinking Pop and just buying the 20 cent unsweetened popular brand of kids drink mix. I add about 2/3 cup Splenda and it tastes great.<br /><br />It's great for baking and you use it measure for measure the same. I love it in my coffee.<br /><br />The other popular sweetener that I cannot say name has a lot of side effects for some people Me being one of them. I get no ill effects from Splenda and it leaves no unpleasant aftertaste.
3256	1	I ordered the chicken flavor and was sent the chicken and liver flavor.  I donated it to the local shelter as my dogs would not eat this flavor.
3257	5	Great rub, great service, arrived in record time. Have ordered this several times it is a favorite of ours!
3258	4	I was never a pop tart fan, but on a lark and due to the coupon, I tried these. I was pleasantly surprised at how good they tasted. I would prefer more filling as you can barely taste it. The frosting is very light and adds a perfect sweetness. One package w/ coffee is a perfect quick breakfast. Since AMZ is now out of stock for this flavor, I ordered the apple frosted ones.I think the unfrosted might be too flavorless for me.
3259	5	After about a week from when I placed my order, I was checking it's location. I didnt worry to much about it because I still had some time till it's due date. When I placed this order, I ordered something else and that came. I was happy that my one order arrived but was wondering what happened to my Seattles Best Coffee. Needless to say, I said  this will probably be the last time I order off of Amazon  but when I checked my mail box it was placed in there. I went back in and made myself a cup of coffee and my oh my, it was worth the wait. Next time I may get Level 4 though not to say 3 wasn't good but just to try.
3260	4	We use these bags to store food scraps in our freezer until trash day.  They keep up well without tears or holes or 'melting' as I have heard some compostable bags do.<br /><br />This might not apply to most other users, but for us, the only thing they are missing is a way to secure the bags - at the moment we waste a bit of space having to use the upper end of the bag to tie itself up.
3261	5	I ordered this tea in a restaurant the first time and it was so good that I asked for the name and stocked up.  It is fantastic; not bitter at all with a mild, sweet pineapple flavor in the background.  Great hot or iced. Recommendation:  each bag contains about a tablespoon of tea leaves.  If you like a stronger brew, I recommend getting the loose tea.  I travel with the tea bags and use the loose tea at home.
3262	4	I love cherry juice but it is hard to find in normal stores. I was expecting something tasting like cherry but that is not what this flavor is about. Cheery is actually the last (so least) of the juices included in the blend. To be fair, there is a hint of cherry taste but much more of an apple and grape taste.<br /><br />Switch Black Cherry is very good if you are looking for a drink that is a step-down in sweetness from soda but there still is a lot of sugar in there. So if flavored seltzer is too bland, this may be a nice middle ground compared to sodas that are full of sugar.
3263	5	On vacation we ate in a Japanese restaurant and my kids loved the sticky rice.  Tried the Annie Chun's from the supermarket and it was a big hit.  Buying on subscription from Amazon is the cheapest and easiest way to get it.  We love this rice as a quick meal for one or side dish.  The size is great for one or two to share, and it's so easy.  Love it!
3264	5	These veggie chips are crisp and flavorful, even my kids love them! There is a good variety of vegetables in the bag. Our fave is the whole dried okra. These are also great for anyone with allergies because they are dairy, egg and nut free.
3265	5	These bars are really good.  Not too sweet, very chewy and full of fruits and nuts. A great pick me up in the middle of the day.  My new favorite.
3266	3	After two years on Eukanuba lamb and rice i thought i would try a different food for my choc lab just to give him a bit of variety.<br />He likes the food alot not surprisingly but the difference is after three weeks of eating it is that he is alot hungrier than he was before, his poop is alot looser, he is thirstier and his breath is not good. His coat condition and enery levels are very good though so a mixed bag for me over all. I will likely go back to the previous food with the next order.
3267	5	I wasn't sure what pumpkin spice latte would taste like, but wow am I impressed.  This is delicious.  It smells wonderful, has a great foam (as any good latte should), and has the perfect balance of spices.  It's like having autumn in a cup.  I searched several local stores for this flavor without any luck.  I'll be ordering more from Amazon then.  I also want the try the peppermint flavor now.
3268	4	Good Product...it was pretty bold to increase the price 20% at once? I hope there was a good reason.
3269	5	I don't have a very sophisticated palate when it comes to chocolate, so I might be kind of easy to impress, but I really liked the Scharffen Berger Milk Chocolate Bars.  The chocolate melts nicely in the mouth and does have a hint of caramel in its flavor.  It's very rich-tasting, and delicious!
3270	5	This was my first order using Amazon's subscriber service, and I couldn't be more pleased. This saves me going on a 50 mile round trip to the nearest  big  store (I live in a rural area). And with today's gas prices, what could be more convenient?<br /><br />The shipping was free, and the package arrived at my door within days. I will (and already have) be using this service more and more.<br /><br />Thanks Amazon!
3271	5	I had never tried Raven's Brew, and I saw Deadman's Reach while I was in Earth Fare one day, so I thought I'd give it a shot...This stuff is fantastic! It's really smooth and dark. I'm out of it right now, but I definitely will be buying again- and I'll also be trying some other roasts of theirs. This company knows what it's doing when it comes to coffee.
3272	5	These wafers remind me of those regular chocolate, vanilla, and strawberry wafers I was addicted to as a child...now if Glutino could only make those flavors gluten-free!  Yummy!!  Lemon flavored is a great start!
3273	4	peach flavor could be stronger. I use it in iced tea and it makes a good fresh quality of tea.
3274	4	Product (4 cans of Colombian coffee beans) arrived quickly and in good shape.  Taste varied a little between cans, but ranged from extremely good to very good.  Product was ordered as a gift, and I may order as a gift again.
3275	5	These small candies have a mild flavor and taste delightful. They are tasty enough to get again(which I will do as soon as I finish this). They are mild in flavor but just right for their size. Enjoy.
3276	1	Perhaps I got a bad batch, but this coffee was undrinkable. Undrinkable. And I am not a coffee connoisseur, opining on the finer points of the best brews. I literally mean that this was the worst coffee, hands down, I have ever tasted. It was as if I had run hot water through the used grounds of the coffee I'd been buying before this (I always buy organic/fair trade, and I like a medium-strong brew). My husband is also no coffee snob, and he knew right away that something was amiss. If I could return this I would.  I may just use the rest to fertilize my blueberry bushes.
3277	4	These are the kind of dog treats that take the dog a few minutes to chew up.  They break into safe pieces so they won't get lodged in the throat or further down, but they still take a few minutes to eat as they are kind of hard.  I thought they smelled sort of medicinal, but my dog seemed to like them a lot.
3278	5	I bought two of those to freeze food for my baby and they are great.  The food pops out pretty easily.  I wish they were a little cheaper though.
3279	5	My cat loves these bonita flakes.  Product shipped promptly and was in great condition on arrival.
3280	5	I've been so impressed with this line of pastas that it's has driven all others out of the house.  You would truly never know it's not white flour pasta.
3281	5	It seems every baby company has these pouches these days but no one has them that include SALBA, which is a super-grain that is so nutritious and good for brain development.  I know I'm not alone in having a picky toddler (2 1/2) and struggles to get fruits and esp. veggies in him.  This is a perfect way and the there is never any forcing!  He goes crazy for this flavor with the strawberry, kiwi, beet (how else would a 2 year old eat beets??) and pear.<br />I love to freeze them at night and use as a  slushy  the next day as a pool snack!
3282	2	I should preface this review by noting that I am not a Starbuck's coffee drinker since I have not found it enjoyable in the past, and also that I always drink coffee black.  So, it was with hesitation that I tried the vanilla ground coffee. I did not expect much, but I also really went into it with a hopeful attitude that this time it would taste delicious.  Unfortunately, my previous experiences held up to be true once again.  The taste was bitter and sharp, not smooth and had a yucky  fake  taste.  I will say that the vanilla flavoring tasted more natural than some flavored coffees that I have tried, but it still wasn't great.  I'm really not a coffee snob and will drink just about anything else (!), so I hate to sound so negative, but this was my opinion of the product.
3283	5	This is the only espresso bean I've bought, so I can't really compare it to other beans. But I like it. I just make regular coffee with it.<br /><br />Despite the instructions for my French Press to brew for only 4 minutes, I found that I had to brew for longer to bring out the rich sweet chocolatey taste. I let it stew for at least 8 minutes, but 15 minutes tastes good too. Brewing this bean for only 4 minutes results in a relatively diluted, tasteless coffee. I use a ceramic grinder to grind the beans immediately before brewing.<br /><br />It has a thick, mouthy texture. The beans smell strongly of smoky chocolate/truffle, almost cloyingly so. The taste is thick and sweet. I would recommend brewing for longer if possible to try and bring out more flavor.<br /><br />You get a 16 oz. (1 lb.) bag for the price, so it ended up being $20+ after shipping.
3284	5	I really am enjoying my purchase of Cafe Escapes Cafe Mocha.  I look forward to my cup of mocha every morning along with a touch of peppermint mocha. If you enjoy mocha this is one sweet treat.
3285	5	My dog is over 16 and has been losing a significant amount of weight. This was the perfect food for her. I was looking for something soft that would appeal to her enough that she would eat it. She must like the taste as she eats it much better than her old dog food. I recommend it for any older dog that needs to put on a little weight and get the nourishment to keep up their energy.
3286	5	My dog loves this toy.  She can go thru a few of these in a day if we let her.  The only problem is that she figured out how to chew them off the toy in about 1 minute.  So we tend to go thru a lot of them.
3287	5	We did not receive our order.  We were informed that it was shipped and then (ONLY)a couple of days later we were informed that it could not be delivered by the shipper.
3288	3	so bad there is no nutrition label described...how much is the sodium content per cracker? thanks.<br />only 3 starts because no ingredients listed. I will review later.
3289	5	My family says these taste like regular tortilla chips.  Will definitely buy again.  Worth a try for those who have not yet done so.
3290	5	All of Krafts flavored marshmellows make EXCELLENT krispy bars. I was worried about the carmel but even those tasted amazing in a krispy bar. Chocolate, coconut, caramel and strawberry ALL of the flavors are great. I also used the mellows themselves at my daughters wedding for chocolate fountain dippers and they were a big hit!
3291	5	I LOVE THIS DRINK MIX IT TASTES PERFECT IN MY WATER AND ITS VERY FLAVORFUL. I WOULD DEFINATELY BUY IT AGAIN
3292	2	I am a huge fan of ginger snaps. When recently diagnosed as needing to be gluten-free, and recently pregnant, I've been on the hunt for GF ginger snaps. I've tried three:<br /><br />Mi-Del Gluten Free Ginger Snaps<br />Annie's Homegrown Ginger Snap Gluten Free Bunny Cookies<br />Mary's Gone Crackers Love Cookies Gluten Free Ginger Snaps<br /><br />1. Mi-Del<br />Texture: a bit grainy. Crunchy, but crumbles in the mouth in that gluten-free grainy way that is not my favorite texture<br />Ginger flavor: middling, a tiny bit spicy on the tongue but not too much<br />Sweetness: sweet, like you'd expect a cookie to be<br />Size: about 2 inches, and about 1/4 inch thick<br />Density: the most heavy or dense of the three<br />Overall 2 or 3 out of 5 stars<br /><br />2. Annie's<br />Texture: a bit grainy, but less so than Mi-Del. Very crunchy. Little goldfish-sized crackers perfect for kids or snacking.<br />Ginger flavor: the most mild of the three, has that gingery hint to it, but not enough where it is spicy or leaves a tingle on the tongue<br />Sweetness: mild, less sweet than Mi-Del. More like eating an animal cracker than cookie. Tastes great with a slice of cheese.<br />Size: about 1/2 inch to 3/4 inch, and very thin<br />Density: light<br />Overall 4 out of 5 stars. If you wanted a kid-friendly cracker-like snack, this would be 5 of 5 stars<br /><br />3. Mary's<br />Texture: VERY crunchy, not at all grainy. Texture was the least  gluten-free  like of the three. Felt like I was eating a regular cookie.<br />Ginger flavor: very spicy. I could only eat two or three crackers before my tongue needed a break (but I'm not big on spicy foods in general so consider me on the sensitive side). I actually prefer a ginger cookie to be like this though. Plus, it killed my pregnancy nausea in minutes - bonus.<br />Sweetness: not as sweet as Mi-Del, but not as mild as Annie's. very pleasant to me.<br />Size: about 2 inches, and about 1/4 inch thick, basically the same as Mi-Del.<br />Density: Ultra light, most airy in the center<br />Overall 5 out of 5 stars.<br /><br />Everyone's tastebuds are different, but these were my perceptions. I personally want a ginger cookie with a good  bite  to it, and I really can't stand gluten-free products that are grainy in texture (which seems to be most of them). I want the texture to act like a regular gluten item.  For me, Mary's fit the bill exactly, and Annie's was a close second. Annie's was so different though, I'd eat Mary's as a cookie, and Annie's as a snack, so I could see having them both in the pantry.<br /><br />The one I still want to try is Pamela's, because it has great Amazon reviews. I just don't want to buy them in bulk until I try them, so I need to find them locally.
3293	5	This stuff is great. Put it in the fridge, then smash it to bits. If you do like it softer, leave it at room temperature. This is treacle toffee and it does have that great treacle taste.
3294	5	Starbucks vanilla is a great coffee.  I'm a fan of Canada's Tim Horton's coffee but it doesn't come in flavors.  Starbucks is also an excellent full bodied coffee and the vanilla flavor is a nice change from regular coffee.
3295	2	I typically don't go for flavored coffees, but I love blueberries and decided to try this.<br />The coffee is weak and has an artificial sweetener-type aftertaste.<br />I should have stuck with normal Breakfast Blend.
3296	5	These pretzels are available at the Publix near me. They cost more than regular pretzels, but our entire family (only our daughter is gluten intolerant)prefers these pretzels over gluten pretzels. They are excellent and I highly recommend them. Crunchy, salty, yum!
3297	5	I have tried this product many times as it really, really helps relax and it helps with sleep. An FYI, it mixes really well with your favorite liqueur. I feel it mixes well with either Whiskey, like a whiskey sour, or with vodka. You need to try this! And beyond that, this Company has the best customer service I have encountered with any mail order Company. They really, really care!
3298	1	1950's Retro Candy Gift Box<br />I ordered this for my husband for Christmas 2008.  The box was torn and banged up.  There may have been $5.00 worth of candy in it and most of it was stuff I could have bought in any novelty shop-even cracker barrel. As a matter of fact, Cracker Barrel did have similar items in a basket for half the price.  I wish I had saved my money.  Then add on the shipping- it was VERY expensive!
3299	4	Very nice addition to the cupcakes I'm making. Super excited to use these. Can't find them in any stores, so I took a chance with Amazon.com. These came from Canada, so the cost and shipping was a little pricey. Other than that, I'm pretty happy with my purchase.
3300	5	I love this stuff. It tastes amazing amazing. I like to drizzle it over apple wedges and sprinkle with cinnamon. I eat this right out of the jar.<br /><br />If you are on the fence about trying it, I can say it is worth the try. If you are just getting away from peanut butter, it will not taste like peanut butter. However, like with all things, your taste will adjust. I can't get enough of it!
3301	5	These bread sticks, like every other Schar product that I have tried, are excellent.  taste is suberb (who would know that it is gluten-free?)  There is a little problem with product breakage, but not significant.
3302	5	I soon as I received the doggie chews i gave them to my dogs (2)and boy are they focus on those treats. the only down side is that they have a strong smell , but hey it for the dogs and they love it!
3303	5	I spotted these in the grocery store (a lady had five boxes in her cart).  How perfect for a thank you gift for a neighbor who has gluten intolerance!  I made up the mix and was a little concerned to see how stiff the batter was, almost the consistency of thick mud pies.  The box warned that the dough would be heavy, so I restrained my desire to add more liquid.  Putting it in the baking pan required forcibly pushing it around with the spoon to reach the sides.<br />It came out of the oven looking like brownies, but I was still worried.  When I gave them to my neighbor, he was ecstatic to have gluten-free brownies.  His dessert options had been severely curtailed.<br />Later when he returned the baking dish, he raved about the brownies and how good they were.  He froze some of them for later (and didn't share even with his wife).<br />He's going to be searching the stores looking for more Betty Crocker gluten-free dessert mixes.
3304	5	I find this noodle bowl to be the most savory and easiest way to get a quick lunch.  It only needs 3 minutes to make in the microwave and when you have only a half hour for lunch time matters.<br /><br />Try it I promise you will buy it by the case like i do.
3305	5	I purchased this coffee flavor (Hazelnut) for my wife and she is really enjoying it.  Only problem is when we received the box, all k-cups were packed inside the box and a couple of k-cup were punctured.  This is caused by the edges from the other k-cups.  We ended up with coffee grounds all inside the box. Very inconvenience.
3306	5	This oatmeal tastes great, and it has nice texture because it's steel cut. It's healthier and contains more fiber then regular mushy oatmeal. It's extremely good for you and the texture is amazing but still - it has no taste. Some people say that it has a nutty taste  but to me- it has no taste at all. However I cut a banana, and put a little sweetener and voila! - delish! I am now addicted to this oatmeal!
3307	5	I am not normally a dark chocolate lover, but these cookies are awesome. The best gluten free cookie I have tasted, and as a sweets lover I have tried quite a few.  They do melt a bit, but letting the box sit in the fridge a bit should take care of that.
3308	4	Much smaller, less plastic than original k-cup style, good flavor and for the value pricing when you use repeated mailing option. Would recommend the bold version.
3309	1	The picture on theis product makes it look like it really *is* a caramel syrup.  IT IS NOT!!  If you want something that is just caramel colored watery stuff, then go ahead and order it.. but if you are looking for an actual caramel syrup, this product is NOT for you!
3310	5	I am really in to locally grown but when it comes to olive oil, that is hard to do. (And who can do without olive oil?) This California oil is as close to Georgia as I have been able to get.  And the taste is amazing!  I also really like the Nourishing Traditions (cookbook- also on Amazon)idea of using unfiltered olive oil and this is it.  I have ordered it elsewhere but it was cheaper on Amazon. Very pleased and will order it again.
3311	5	I couldn't believe the wonderful flavor of this salt! And my doctor tells me that the trace minerals in it are actually good for me. I made a SOLE and use it every morning. Its great!
3312	5	i love the fact that i can get this delieved to my house with no delievy charge.it is so hard to find organic formular
3313	5	I grew up eating this wonderful candy, in my book there is no better. A bit pricey but well worth it. When I eat Sees Truffles my tummy giggles :-) Thanks Amazon for making this product available. You are my one stop shop these days. Fantastic candy fast delivery
3314	5	These treats are wonderful. They are healthy and you can tell they are full of EFA's. They do smell to high heaven of fish, so if you can't stand that smell, you won't like these. My dog won't eat fish, but she LOVES these. My dog does not drool, except when you open these up! These are her favorite treats, and she is a 45lb medium mutt. They are perfect for training rewards. She hates having her nails clipped, so when we clip her nails, I have my fiance pinch one of these in his fingers and she tries to get it from him and she's totally distracted from me clipping her nails. The price is right especially if you have prime!
3315	5	While I normally drink Mariage Fr&egrave;res and Peet's Tea, to save money during these hard economic times, I have begun buying this tea in the 300 tea bag package as a substitute. This tea has a pleasant taste, slightly malty and very smooth. One tea bag can make two 8 oz. cups of tea, if one doesn't mind drinking the tea steeped to a moderate darkness. Amazon is the cheapest place I found to purchase this tea; it costs twice as much at the local grocery store. While there are much better teas on the market, overall, I would definitely recommend this tea for those who are picky about their tea, but are on a limited budget.
3316	5	I was really happy with this coffee.. Tastes just like Dunkin Donuts Pumpkin coffee that they sell only in the fall each year..
3317	2	I purchased the whole beans and used my coffee roaster as usual. But it didn't matter how I roasted it, different temperatures, different times It was always bitter and with a taste of burned coffee. Ended wasting most of the coffee. I would not recommend.
3318	4	This tea is more ginger than lemon, so if you like the taste of soothing ginger, you'd like this product. I mix two packages per 16 oz BPA-free Camelbak bottle, filled with 8 oz of water and the rest ice, and a packet of stevia. Shake well, take sip, ahhh - no-calorie sweet tea, green tea antioxidant, and great for summer. I called the Stash company to find out how much caffeine was in a packet, and the rep said  negligible. <br /><br />I also buy the Stash powdered mint green tea, and I prefer the hint of mint better. Again, if you are a ginger fan, you'd really enjoy this product.
3319	5	This was a good deal on enough pineapple to last us for awhile!  We make pineapple shakes in the blender and also bake pineapple upside-down cakes, but tend to include the pineapple in fried rice and baked beans, too.  We go through a lot.  Convenient to buy it by the case!
3320	5	For people that enjoy a nice espresso or latte after dinner, these pods are the answer. Easy to make, no mess, great flavor and without the caffeine at nighttime.
3321	5	The recipient called crying the flowers were so beautiful. The picture she sent me looked just like the picture on Amazon.com. I will use them again!!!!
3322	5	This is great, healthy food---the only food my dogs (Cav. Spaniel and Spaniel mix) can eat w/o stomach issues. Many other premium foods are just too rich!!  The dented can issue has never required me to return the food, but it happens too often and is very annoying!  I would never feed my dogs anything else and no one here carries this particular food, so I am very thankful that Amazon sells it.
3323	3	Delicious!  Too bad you get so little for your money.  Maybe it is expensive to produce.  But, frankly, I will just use regular peanut butter from now on.<br />rs
3324	4	Some of the flavors we have tried:<br />Diet Cola<br />I do not like diet cola. I don't like diet Coke, diet Pepsi or diet other drinks. We bought this flavor so we could make diet drinks for someone who might like a diet cola when we were making our own soda. However, this is really one of the better diet drinks that I have tried. If you make your own soda, this is a good one to try.<br /><br />Orange<br />This is the best one by far of all of the flavors we have tried. This flavor tastes just like the fanta orange soda. We love this one.<br /><br />Cola<br />This cola flavoring is ok. It's not great. You can easily make simple syrups that will not be a cola flavor but will taste much better than this flavor. This is the equivalent of RC Cola. Ok but it's not near as good as other name brand colas.
3325	1	The description listed this item as an 18 count package.  There was only 1 package instead of 18 when the item arrived and I did not want to go to the trouble of having to pay for return shipping that would have cost as much as the entire refund.  Would not order from again due to inaccurate listing.
3326	5	Delicious with Tanqueray or Cuervo Gold.  Just add a little lime and you're golden.  I haven't tried it yet with vodka but I'm positive that it will be the ultimate when I get around to it.  I see no reason to try any other.  It is definitely worth the money.
3327	3	I've been on the hunt for the perfect cup of tea for the past year...Assam blend/malt flavor in particular.  Was disappointed when I tried this as it didn't provide the desired taste.  This was my second attempt at 'organic assam' tea (by different manufacturer) and the 'organic' actually seems to make it taste worse??!  I recently landed on Yorkshire Gold and I'm extremely satisfied (combination of Assam and other blends but still excellent).
3328	1	THESE POTATO FRIES ARE AS HARD AS ROCKS.I KNOW THAT THE SUPERMARKET HAS POTATO FRIES AND THEY ARE SOFT CHEWABLES. THESE POTATO FRIES ARE STALE. DO NOT BUY!!
3329	4	I have loved the taste of  Pike Place Roast coffee since its first offering. I have a special affinity to Pike Place in Seattle, and this coffee has a particular taste that brings me a sense of the place. It is robust with a flavor of  cocoa and toasted nuts. It is subtle with a smooth body. As an aside, Starbucks opened  their first store in the Pike Place Market in 1971.<br /><br />When I received my Keurig, I hoped to find Pike Place K-Cups, and that was one of my first purchases. The coffee has the exact flavor and is so delicious! It is so easy and convenient to order from Amazon. I look forward to my first cup of coffee each morning!<br /><br />Highly Recommended. prisrob 08-22-12<br /><br /><a href= http://www.amazon.com/gp/product/0520269926 >Everything but the Coffee: Learning about America from Starbucks</a><br /><br /><a href= http://www.amazon.com/gp/product/B0069AFIN4 >Starbucks Pike Place Roast, K-Cup Portion Pack for Keurig K-Cup Brewers, 54-Count</a>
3330	5	I've been eating gluten-free for about a year, and pizza is what I've missed most.  I've tried every brand I can get my hands on - both mixes and frozen crusts - and this is, hand's down, the best GF pizza crust I've found.  It tastes great and is easy to make.  Delicious!
3331	5	Yummmm! Great price. Super tasty. I mix it half and half with oats and it lasts ages :-)<br />Great way to start the day and makes me feel healthy!
3332	5	I drink decaf when I drink coffee at night and I've settled on this as the best I've tasted. Most of the others were OK and I don't expect a decaf coffee to taste was good as a regular coffee. But, for my taste buds this works.<br /><br />BTW, Tully's Kona is my top regular coffee.
3333	5	The sampler is a great way to taste new flavors without committing to the entire box.  I found a few I love and will purchase again.
3334	5	I discovered zipfizz about a year ago working for a local gym. I LOVE IT! I have to wake up VERY early for work and zipfizz gives me that little boost i need. Not to mention the taste---it is amazing :). Pink Lemonade is my personal favorite, but they are all excellent! I stopped drinking energy drinks because of how bad they are for you and I actually began getting sick (headaches, nauseas) everytime I had one. I started drinking zipfizz and feel better than ever. It is also a good alternative to  pre-work out  supplements. Sometimes those supplements give you too much of a high that makes it hard to come down from. I now use zipfizz before working out too :)!
3335	5	We received everything in the photo plus three unexpected Lemons.<br />Everything arrived fast and fresh.<br />We are going to freeze the excess veggies for future Tom Yum Gai Soup (Hot and Sour Soup).
3336	1	Sour. So very sour. This tastes like what you find in a wannabe coffee shop (maybe more like a kiosk) that has no respect for the bean. Not sure why Lavazza would distribute this low quality roast under their famous name.
3337	4	Light to medium roast - my taste ! Best organic coffee so far . I tried many and this one makes beautiful crema  on my espresso .<br />NOt  too oily so it does not clog my machine ( like some other brands )<br />Not to strong so you can have it in the afternoon and evening without jitters.If you like very strong and dark roasted coffee - skip this one .<br />It is not the best coffee that I ever had but from all organic blends - I like this one the most  ( tried everything that I could in the range of medium an light roasts )  It does have light smell  so that is why I ma giving it 4 stars  I like stronger smelling coffee and in the category of non organic brands I like medium roasted  Illy .
3338	2	I bought a big bag of these and I don't mind the strong pepper taste. What I do mind is the bag implies these are Potato chips.<br /><br />There is absolutely no potato taste left in this snack; if you like eating extremely salty onion powder this snack is for you.<br /><br />Going by the bag I expected: REAL potatos, a little oil and baking, finally sprinkled with salt and pepper only? Not a long list with things like Cane Sugar, Rice flour, maltodextrin......list of ingredients goes on and on.<br /><br />If you're looking for BAKED POTATO, salt and pepper chips don't bother with these!<br /><br />--VS
3339	5	I love drinking these any time of year but especially during the summer months for a late afternoon pick-me-up at work.  I drink hot coffee regularly but when I want something cool and creamy with coffee flavor these hit the spot and they are portable and easy to keep in the fridge at work and home.  My kids love them too but I am not prone to sharing!<br />I only buy them when they are on sale as they can be an expensive indulgence.
3340	5	I'm so glad I decided to try this tea. As a child my mother bought chamomile tea often and I tried drinking it several times throughout the years, hating it every time. THEN, I tried Numi Sweet Meadows(that's what this tea is now called) and WOW, I liked it. Actually, I loved it! It has a sweet lemony taste that keeps the chamomile from being overwhelming. It's easy to drink and is very relaxing. As far as price, which I noticed some other reviewers complaining about, I think it's worth it if you know anything about Numi. They use organic ingredients, recycled materials for packaging, and their tea bags are made from natural fibers. They're committed to being a green company and I'm willing to pay extra to support that! You get what you pay for.
3341	5	My 8 pound puppy gets a greenie every day.  She's a pretty picky eater, and usually takes forever to finish a meal (there are lots of breaks in between bites).  But her greenie is the only thing she will eat without stopping.  She loves the taste.  They also seem to be easy to eat - soft and chewy - so if your dog has sensitive teeth, this might be a good treat to consider.<br /><br />On top of that, greenies are supposed to help with your dog's dental health, which is great for me, because brushing my dog's teeth is really difficult.
3342	5	So they just came out with the Movie Butter with a special bag, where you can 'warm your corn'. As silly as that sounded, I threw the bag in the microwave for a minute...<br /><br />And was shocked. I added a tiny bit of butter, and this bag turned into movie popcorn. I swear it tasted exactly what I got in the theatres, only WAY cheaper and the butter I used had way less calories than the oil! Highly recommended, though I'm having a hard time finding more!!
3343	4	Stash Chamomile Herbal Tea is tea bags with dried, crushed chamomile flowers.<br /><br />Honestly, as far as I'm concerned, chamomile is chamomile. I suppose that when you use loose flowers you get sediment in the cup and I have seen this happen with some brands of chamomile tea bags, these don't do that.<br /><br />I have also had organic chamomile (this isn't) but I can't taste the difference.<br /><br />Each bag is individually packaged and that is either good or bad depending on how and where you use it and if you are concerned about excessive packaging.<br /><br />If you really, truly like chamomile tea, or own a restaurant, this ginormous box of 1,000 single-serving tea bags is a good choice.
3344	5	i have used stingers honey flavor and wanted to try the strawberry flavor. i prefer the honey, but the strawberry is a great alternative flavor and it works the same. out of all the gels i have used, stingers are the best for their flavor, taste, residue (none), aftertaste (none), viscosity (smooth), and cost (same as others). my second favorite gel is the cliff bar brand. i also purchased the stinger bar and it is just like a milkyway without the candy action. for those of you whom want a gel that is smooth and easygoing and provides the perfect energy delivery, then stingers are the perfect choice.  i mountain and road bike by the way.
3345	4	Lexie is a picky little dog. She doesn't like many brands of dog food, and turns down most offers of dog biscuits, etc.  But she eats the Beneful.  And that's good -- no dog food is healthy if the dog doesn't eat it.  She does eat certain shapes/flavors of bits first, but she eats them all.  They are smallish kibbles that would probably work for just about any size dog.<br /><br />But I wasn't thrilled to see that the main ingredient is corn.  I like that this food has both animal and vegetable ingredients, but would prefer to give Lexie more animal protein and less corn. (I consider corn a grain, not a vegetable, not something that dogs are designed to eat.)<br /><br />But given the price point, overall I think this is a reasonable choice.  3 stars from me, 5 stars from the dog = 4 stars.
3346	4	great stuff. used for baking. I mix it with cinnamon then coat almonds and roast them.  a sweet delicious treat with calories only from the almonds.  use it instead of sugar in any recipe.
3347	5	My choc lab Dane just loves these treats!! He has learned when I ask him to get  treat toy  to go and find it and bring it to me. He watches me add the treat to the toy and will actually howl with excitement!! The only problem is that he has it mastered and the treats are gone within min's. But reguardless, he loves them and I will continue to give them to him! Also, the service from this seller is A++++++++++++!!!
